method	astgrep/analyzer_test.go:36	mockExecutor	Execute	context.Context ctx	no
funclit	binlag/binlag_test.go:166	-	-	context.Context (unnamed)	
method	cli/audit_pin_live_test.go:108	teeGLMDoer	Do	*http.Request req	yes
funclit	cli/binary_lag_test.go:38	-	-	context.Context (unnamed)	
method	cli/branch_protection_test.go:26	stubGhClient	Run	context.Context _	
method	cli/branch_protection_test.go:34	stubGhClient	RunWithStdin	context.Context _	
method	cli/cg_mode_hardening_test.go:32	recordingSessionManager	Create	context.Context _	
method	cli/cg_mode_hardening_test.go:36	recordingSessionManager	InjectEnv	context.Context _	
method	cli/cg_mode_hardening_test.go:43	recordingSessionManager	ClearEnv	context.Context _	
method	cli/cg_mode_hardening_test.go:45	recordingSessionManager	InjectSensitiveEnv	context.Context _	
method	cli/codex_auth_ladder_test.go:57	countingLoginStatusRunner	run	context.Context _	
method	cli/codex_job_control_test.go:54	hangingCodexSession	start	context.Context (unnamed)	
funclit	cli/codex_launcher_readout_test.go:241	-	-	context.Context (unnamed)	
funclit	cli/codex_launcher_readout_test.go:247	-	-	context.Context (unnamed)	
funclit	cli/codex_launcher_readout_test.go:253	-	-	context.Context (unnamed)	
funclit	cli/codex_launcher_readout_test.go:262	-	-	context.Context (unnamed)	
method	cli/codex_live_protocol_probe_test.go:86	probeRunner	start	context.Context ctx	yes
method	cli/codex_protocol_liveness_test.go:174	fixedConnSessionRunner	start	context.Context (unnamed)	
funclit	cli/codex_readiness_test.go:64	-	-	context.Context (unnamed)	
method	cli/codex_rpc_error_test.go:31	stubCodexRunner	run	context.Context (unnamed)	
funclit	cli/codex_verdict_divergence_test.go:91	-	-	context.Context _	
funclit	cli/coverage_fixes_test.go:838	-	-	context.Context _	
funclit	cli/coverage_improvement_test.go:412	-	-	context.Context ctx	no
funclit	cli/coverage_improvement_test.go:4556	-	-	context.Context ctx	no
funclit	cli/coverage_test.go:105	-	-	context.Context _	
funclit	cli/coverage_test.go:315	-	-	context.Context _	
funclit	cli/coverage_test.go:34	-	-	context.Context _	
funclit	cli/coverage_test.go:391	-	-	context.Context _	
funclit	cli/coverage_test.go:509	-	-	context.Context _	
method	cli/deps_coverage_test.go:26	stubObservabilityRegistry	Dispatch	context.Context (unnamed)	
funclit	cli/github_integration_test.go:129	-	-	context.Context _	
funclit	cli/github_integration_test.go:27	-	-	context.Context _	
funclit	cli/github_test.go:137	-	-	context.Context _	
method	cli/github_test.go:19	mockGHIssueParser	ParseIssue	context.Context ctx	yes
funclit	cli/github_test.go:69	-	-	context.Context _	
method	cli/glm_task_bg_context_test.go:48	ctxAwareGLMDoer	Do	*http.Request req	yes
method	cli/glm_task_test.go:55	blockingGLMDoer	Do	*http.Request req	yes
method	cli/goal_wiring_test.go:259	fakeRunner	Run	context.Context _	
method	cli/hook_e2e_test.go:20	spyRegistry	Dispatch	context.Context _	
method	cli/hook_harness_codex_test.go:50	codexHarnessRegistry	Dispatch	context.Context _	
method	cli/init_update_notice_test.go:417	fakeUpdateChecker	CheckLatest	context.Context (unnamed)	
method	cli/loop_test.go:155	stubDecisionEngine	Decide	context.Context _	
method	cli/loop_test.go:65	noopFeedbackGenerator	Collect	context.Context _	
method	cli/mcp_audit_multi_test.go:40	recordingCallerMulti	call	context.Context ctx	no
funclit	cli/mcp_build_identity_test.go:109	-	-	context.Context (unnamed)	
funclit	cli/mcp_build_identity_test.go:120	-	-	context.Context (unnamed)	
method	cli/mcp_build_identity_test.go:72	binlagStub	compare	context.Context _	
funclit	cli/mcp_codex_test.go:336	-	-	context.Context _	
method	cli/mcp_codex_test.go:40	fakeCodexRunner	run	context.Context _	
funclit	cli/mcp_codex_test.go:501	-	-	context.Context _	
funclit	cli/mcp_codex_test.go:509	-	-	context.Context _	
method	cli/mcp_codex_test.go:80	fakeCodexSession	start	context.Context (unnamed)	
method	cli/mcp_convergence_test.go:275	recordingCaller	call	context.Context _	
funclit	cli/mcp_convergence_test.go:369	-	-	context.Context _	
method	cli/mcp_glm_test.go:34	stubGLMDoer	Do	*http.Request req	yes
funclit	cli/mcp_project_root_codex_test.go:344	-	-	context.Context _	
method	cli/mcp_project_root_codex_test.go:39	capturedCodexParams	rpc	context.Context _	
funclit	cli/misc_coverage_test.go:227	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:262	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:297	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:332	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:395	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:431	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:465	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:500	-	-	context.Context _	
funclit	cli/misc_coverage_test.go:535	-	-	context.Context _	
