SPEC-ID                        Frontmatter          Git-Implied          Drift?    
SPEC-UPDATE-TEMPLATE-BASE-SNAPSHOT-001 completed            implemented          DRIFT     
SPEC-UPDATE-VERSION-FLAG-001   completed            era-exempt           aligned   
SPEC-UPDATE-YAML-PRESERVE-001  completed            implemented          DRIFT     
SPEC-UTIL-001                  implemented          era-exempt           aligned   
SPEC-UTIL-002                  implemented          era-exempt           aligned   
SPEC-UTIL-003                  implemented          era-exempt           aligned   
SPEC-UTIL-004                  archived             terminal-exempt      aligned   
SPEC-UTIL-005                  archived             terminal-exempt      aligned   
SPEC-UTIL-006                  archived             terminal-exempt      aligned   
SPEC-V3R2-CON-001              implemented          era-exempt           aligned   
SPEC-V3R2-CON-002              implemented          era-exempt           aligned   
SPEC-V3R2-CON-003              implemented          era-exempt           aligned   
SPEC-V3R2-EXT-001              completed            era-exempt           aligned   
SPEC-V3R2-EXT-002              completed            era-exempt           aligned   
SPEC-V3R2-EXT-003              archived             terminal-exempt      aligned   
SPEC-V3R2-EXT-004              completed            era-exempt           aligned   
SPEC-V3R2-HRN-001              completed            era-exempt           aligned   
SPEC-V3R2-HRN-002              implemented          era-exempt           aligned   
SPEC-V3R2-HRN-003              completed            era-exempt           aligned   
SPEC-V3R2-MIG-001              completed            era-exempt           aligned   
SPEC-V3R2-MIG-002              completed            era-exempt           aligned   
SPEC-V3R2-MIG-003              completed            era-exempt           aligned   
SPEC-V3R2-ORC-001              implemented          era-exempt           aligned   
SPEC-V3R2-ORC-002              completed            era-exempt           aligned   
SPEC-V3R2-ORC-003              completed            era-exempt           aligned   
SPEC-V3R2-ORC-004              completed            era-exempt           aligned   
SPEC-V3R2-ORC-005              implemented          era-exempt           aligned   
SPEC-V3R2-RT-001               implemented          era-exempt           aligned   
SPEC-V3R2-RT-002               completed            era-exempt           aligned   
SPEC-V3R2-RT-003               completed            era-exempt           aligned   
SPEC-V3R2-RT-004               implemented          era-exempt           aligned   
SPEC-V3R2-RT-005               implemented          era-exempt           aligned   
SPEC-V3R2-RT-006               completed            era-exempt           aligned   
SPEC-V3R2-RT-007               completed            era-exempt           aligned   
SPEC-V3R2-SPC-001              completed            era-exempt           aligned   
SPEC-V3R2-SPC-002              completed            era-exempt           aligned   
SPEC-V3R2-SPC-003              implemented          era-exempt           aligned   
SPEC-V3R2-SPC-004              implemented          era-exempt           aligned   
SPEC-V3R2-WF-001               completed            era-exempt           aligned   
SPEC-V3R2-WF-002               implemented          era-exempt           aligned   
SPEC-V3R2-WF-003               completed            era-exempt           aligned   
SPEC-V3R2-WF-004               completed            era-exempt           aligned   
SPEC-V3R2-WF-005               implemented          era-exempt           aligned   
SPEC-V3R2-WF-006               implemented          era-exempt           aligned   
SPEC-V3R3-ARCH-007             implemented          era-exempt           aligned   
SPEC-V3R3-BRAIN-001            implemented          era-exempt           aligned   
SPEC-V3R3-CI-AUTONOMY-001      completed            era-exempt           aligned   
SPEC-V3R3-CLI-TUI-001          completed            era-exempt           aligned   
SPEC-V3R3-CMD-CLEANUP-001      implemented          era-exempt           aligned   
SPEC-V3R3-COV-001              implemented          era-exempt           aligned   
SPEC-V3R3-DEF-001              implemented          era-exempt           aligned   
SPEC-V3R3-DEF-007              implemented          era-exempt           aligned   
SPEC-V3R3-DESIGN-FOLDER-FIX-001 completed            era-exempt           aligned   
SPEC-V3R3-DESIGN-PIPELINE-001  implemented          era-exempt           aligned   
SPEC-V3R3-HARNESS-001          superseded           terminal-exempt      aligned   
SPEC-V3R3-HARNESS-LEARNING-001 completed            era-exempt           aligned   
SPEC-V3R3-PATTERNS-001         completed            era-exempt           aligned   
SPEC-V3R3-PROJECT-HARNESS-001  completed            era-exempt           aligned   
SPEC-V3R3-RETIRED-AGENT-001    completed            era-exempt           aligned   
SPEC-V3R3-RETIRED-DDD-001      completed            era-exempt           aligned   
SPEC-V3R3-STATUSLINE-FALLBACK-001 completed            era-exempt           aligned   
SPEC-V3R3-UPDATE-CLEANUP-001   completed            era-exempt           aligned   
SPEC-V3R3-WEB-001              archived             terminal-exempt      aligned   
SPEC-V3R4-CATALOG-001          completed            era-exempt           aligned   
SPEC-V3R4-CATALOG-002          completed            era-exempt           aligned   
SPEC-V3R4-CI-FASTTRACK-001     completed            era-exempt           aligned   
SPEC-V3R4-CI-INFRA-FIX-001     completed            era-exempt           aligned   
SPEC-V3R4-HARNESS-001          completed            era-exempt           aligned   
SPEC-V3R4-HARNESS-002          completed            era-exempt           aligned   
SPEC-V3R4-HARNESS-003          completed            era-exempt           aligned   
SPEC-V3R4-HARNESS-NAMESPACE-001 completed            era-exempt           aligned   
SPEC-V3R4-HOOK-HARDEN-001      implemented          era-exempt           aligned   
SPEC-V3R4-LINT-SKIP-CLEANUP-001 completed            era-exempt           aligned   
SPEC-V3R4-LINT-SPECID-GREP-FIX-001 completed            era-exempt           aligned   
SPEC-V3R4-LINT-STATUS-CHORE-SKIP-001 completed            era-exempt           aligned   
SPEC-V3R4-SPECLINT-DEBT-001    completed            era-exempt           aligned   
SPEC-V3R4-SPECLINT-DEBT-002    completed            era-exempt           aligned   
SPEC-V3R4-STATUS-DRIFT-FOLLOWUP-001 completed            era-exempt           aligned   
SPEC-V3R4-STATUS-DRIFT-FOLLOWUP-002 completed            era-exempt           aligned   
SPEC-V3R4-STATUS-LIFECYCLE-001 implemented          era-exempt           aligned   
SPEC-V3R4-WORKFLOW-SPLIT-001   completed            era-exempt           aligned   
SPEC-V3R5-ATOMIC-WRITE-001     implemented          era-exempt           aligned   
SPEC-V3R5-CLAUDE-REFRESH-001   completed            era-exempt           aligned   
SPEC-V3R5-CONSTITUTION-DUAL-001 completed            era-exempt           aligned   
SPEC-V3R5-CORE-SLIM-001        completed            era-exempt           aligned   
SPEC-V3R5-CORE-SLIM-B-001      implemented          era-exempt           aligned   
SPEC-V3R5-DOCS-SECURITY-001    implemented          era-exempt           aligned   
SPEC-V3R5-GIT-STRATEGY-SCHEMA-001 completed            completed            aligned   
SPEC-V3R5-HARNESS-AUTONOMY-001 completed            era-exempt           aligned   
SPEC-V3R5-INIT-WIZARD-EXPANSION-001 implemented          era-exempt           aligned   
SPEC-V3R5-LATE-BRANCH-001      completed            era-exempt           aligned   
SPEC-V3R5-LINT-CLEAN-001       completed            era-exempt           aligned   
SPEC-V3R5-SECURITY-CRIT-001    implemented          era-exempt           aligned   
SPEC-V3R5-STATUSLINE-FULL-MODE-CLEANUP-001 implemented          era-exempt           aligned   
SPEC-V3R5-STATUSLINE-PROFILE-WIZARD-001 implemented          era-exempt           aligned   
SPEC-V3R5-STATUSLINE-STDINFIELDS-001 implemented          era-exempt           aligned   
SPEC-V3R5-STATUSLINE-V2145-001 completed            era-exempt           aligned   
SPEC-V3R5-WORKFLOW-LEAN-001    implemented          era-exempt           aligned   
SPEC-V3R5-WORKFLOW-OPT-001     implemented          era-exempt           aligned   
SPEC-V3R5-WORKFLOW-SCHEMA-EXTEND-001 completed            completed            aligned   
SPEC-V3R6-ABSORB-CLEANUP-001   implemented          era-exempt           aligned   
SPEC-V3R6-AGENT-FOLDER-SPLIT-001 superseded           terminal-exempt      aligned   
SPEC-V3R6-AGENT-MODEL-ROUTING-001 archived             terminal-exempt      aligned   
SPEC-V3R6-AGENT-RESPONSIBILITY-REALIGN-001 completed            completed            aligned   
SPEC-V3R6-AGENT-TEAM-REBUILD-001 completed            era-exempt           aligned   
SPEC-V3R6-AGENTIC-LOOP-CONFIG-001 completed            in-progress          DRIFT     
SPEC-V3R6-ANTHROPIC-AUDIT-TIER3-001 completed            completed            aligned   
SPEC-V3R6-ASKUSER-DECISION-MEMORY-001 completed            implemented          DRIFT     
SPEC-V3R6-BASH-RISK-GOVERNANCE-001 completed            completed            aligned   
SPEC-V3R6-CATALOG-HASH-REGRESSION-CLEANUP-001 completed            completed            aligned   
SPEC-V3R6-CATALOG-SSOT-001     implemented          era-exempt           aligned   
SPEC-V3R6-CG-MODE-HARDENING-001 completed            implemented          DRIFT     
SPEC-V3R6-CHANGELOG-CLEANUP-001 implemented          era-exempt           aligned   
SPEC-V3R6-CI-BASELINE-DRIFT-001 implemented          era-exempt           aligned   
SPEC-V3R6-CI-FLAKY-STABILIZE-001 completed            completed            aligned   
SPEC-V3R6-CI-FLAKY-STABILIZE-002 completed            completed            aligned   
SPEC-V3R6-CI-FLAKY-STABILIZE-003 completed            in-progress          DRIFT     
SPEC-V3R6-CLI-AUDIT-001        implemented          era-exempt           aligned   
SPEC-V3R6-CLI-CONFIG-INTEGRITY-001 completed            in-progress          DRIFT     
SPEC-V3R6-CODE-COMMENTS-EN-001 completed            era-exempt           aligned   
SPEC-V3R6-CODERABBIT-ADOPTION-001 completed            in-progress          DRIFT     
SPEC-V3R6-CONTEXT-GOV-AXIS-001 completed            in-progress          DRIFT     
SPEC-V3R6-DESIGN-SYSTEM-RETIRE-001 completed            implemented          DRIFT     
SPEC-V3R6-DEV-HARNESS-CONSOLIDATION-001 completed            completed            aligned   
SPEC-V3R6-DEV-HARNESS-SPLIT-001 completed            implemented          DRIFT     
SPEC-V3R6-DOCS-CMD-CATALOG-001 implemented          era-exempt           aligned   
SPEC-V3R6-DOCS-CODEMAPS-V3-001 completed            completed            aligned   
SPEC-V3R6-DOCS-COVERAGE-001    completed            completed            aligned   
SPEC-V3R6-DOCS-DOCSITE-001     completed            completed            aligned   
SPEC-V3R6-DOCS-I18N-COMPLETION-001 completed            implemented          DRIFT     
SPEC-V3R6-DOCS-I18N-PARITY-001 completed            implemented          DRIFT     
SPEC-V3R6-DOCS-POSTREBUILD-CLEANUP-001 completed            implemented          DRIFT     
SPEC-V3R6-DOCS-RC2-DOCSITE-001 completed            completed            aligned   
SPEC-V3R6-DOCS-RC2-README-001  completed            completed            aligned   
SPEC-V3R6-DOCS-USER-DRIFT-001  implemented          era-exempt           aligned   
SPEC-V3R6-DOCS-V3-README-001   completed            completed            aligned   
SPEC-V3R6-DOCS-V3-REBUILD-001  completed            implemented          DRIFT     
SPEC-V3R6-DOCTOR-FALSE-SIGNAL-001 completed            implemented          DRIFT     
SPEC-V3R6-DRIFT-CONVENTION-ALIGN-001 completed            completed            aligned   
SPEC-V3R6-DRIFT-LEGACY-CONVENTION-001 completed            completed            aligned   
SPEC-V3R6-FOUNDATION-CORE-GEARS-ALIGN-001 completed            completed            aligned   
SPEC-V3R6-GEARS-MIGRATION-001  implemented          era-exempt           aligned   
SPEC-V3R6-HANDOFF-GOAL-BINDING-001 completed            completed            aligned   
SPEC-V3R6-HARNESS-ACTIVATION-WIRING-001 completed            completed            aligned   
SPEC-V3R6-HARNESS-CLASSIFIER-WIRING-001 completed            era-exempt           aligned   
SPEC-V3R6-HARNESS-LEARNER-FIX-001 implemented          era-exempt           aligned   
SPEC-V3R6-HARNESS-NAMESPACE-CLEANUP-001 completed            implemented          DRIFT     
SPEC-V3R6-HARNESS-NAMESPACE-V2-001 completed            completed            aligned   
SPEC-V3R6-HARNESS-PROPOSAL-GEN-001 completed            era-exempt           aligned   
SPEC-V3R6-HARNESS-RENAME-001   implemented          era-exempt           aligned   
SPEC-V3R6-HARNESS-RUNTIME-RECOVERY-001 completed            completed            aligned   
SPEC-V3R6-HARNESS-V4-001       completed            in-progress          DRIFT     
SPEC-V3R6-HOOK-ASYNC-EXPAND-001 implemented          era-exempt           aligned   
SPEC-V3R6-HOOK-CONTRACT-FIX-001 implemented          era-exempt           aligned   
SPEC-V3R6-HOOK-CWD-LEAK-AUDIT-001 implemented          era-exempt           aligned   
SPEC-V3R6-HOOK-INPUT-SCHEMA-001 completed            completed            aligned   
SPEC-V3R6-HOOK-OBSERVE-OPT-IN-001 implemented          era-exempt           aligned   
SPEC-V3R6-I18N-VALIDATOR-BUDGET-001 completed            era-exempt           aligned   
SPEC-V3R6-LEGACY-CLEANUP-001   implemented          era-exempt           aligned   
SPEC-V3R6-LEGACY-CLEANUP-002   implemented          era-exempt           aligned   
SPEC-V3R6-LEGACY-CLEANUP-003   completed            era-exempt           aligned   
SPEC-V3R6-LIFECYCLE-CLOSE-THREEPHASE-001 completed            implemented          DRIFT     
SPEC-V3R6-LIFECYCLE-REDESIGN-001 completed            completed            aligned   
SPEC-V3R6-LIFECYCLE-SYNC-GATE-001 completed            implemented          DRIFT     
SPEC-V3R6-LOCAL-NAMESPACE-CONSOLIDATION-001 completed            in-progress          DRIFT     
SPEC-V3R6-MAIN-RED-REMEDIATION-001 completed            in-progress          DRIFT     
SPEC-V3R6-MEMORY-CONFIG-CLEANUP-001 completed            completed            aligned   
SPEC-V3R6-MOAI-CLEAN-HOME-001  completed            completed            aligned   
SPEC-V3R6-MOAI-HOME-PATHS-001  completed            completed            aligned   
SPEC-V3R6-MULTI-SESSION-COORD-001 completed            completed            aligned   
SPEC-V3R6-ORCH-IGGDA-001       completed            completed            aligned   
SPEC-V3R6-ORCH-INTERRUPT-LEDGER-001 completed            completed            aligned   
SPEC-V3R6-OUTOFSCOPE-GUIDANCE-ALIGN-001 completed            completed            aligned   
SPEC-V3R6-PLAN-AUDITOR-GEARS-ALIGN-001 implemented          era-exempt           aligned   
SPEC-V3R6-PROMPT-CACHE-001     completed            implemented          DRIFT     
SPEC-V3R6-RULES-CATALOG-SCRUB-001 completed            completed            aligned   
SPEC-V3R6-RULES-COMPRESS-001   implemented          era-exempt           aligned   
SPEC-V3R6-RULES-CONST-RULEID-001 completed            completed            aligned   
SPEC-V3R6-RULES-HOTFIX-001     completed            completed            aligned   
SPEC-V3R6-RULES-PATH-SCOPE-001 implemented          era-exempt           aligned   
SPEC-V3R6-RULES-SSOT-DEDUP-001 completed            completed            aligned   
SPEC-V3R6-RULES-VERSION-FORMAT-001 completed            completed            aligned   
SPEC-V3R6-SEC-SKILL-INTEGRATION-001 completed            in-progress          DRIFT     
SPEC-V3R6-SEQ-THINKING-RETIRE-001 implemented          era-exempt           aligned   
SPEC-V3R6-SESSION-HANDOFF-AUTO-001 completed            era-exempt           aligned   
SPEC-V3R6-SESSION-HANDOFF-SSOT-ALIGN-001 completed            completed            aligned   
SPEC-V3R6-SESSION-ID-ATTRIBUTION-REPAIR-001 completed            completed            aligned   
SPEC-V3R6-SESSION-LEGACY-COVERAGE-001 completed            era-exempt           aligned   
SPEC-V3R6-SKILL-COMPRESS-001   implemented          era-exempt           aligned   
SPEC-V3R6-SKILL-CONSOLIDATE-001 implemented          era-exempt           aligned   
SPEC-V3R6-SKILL-DECISION-HEURISTICS-001 completed            in-progress          DRIFT     
SPEC-V3R6-SKILL-GEARS-ALIGN-001 implemented          era-exempt           aligned   
SPEC-V3R6-SKILLS-AUDIT-RUN-MD-001 completed            era-exempt           aligned   
SPEC-V3R6-SPEC-ID-VALIDATION-001 completed            completed            aligned   
SPEC-V3R6-SPEC-LINT-CLEANUP-001 completed            era-exempt           aligned   
SPEC-V3R6-STATUSLINE-MILLION-BUDGET-001 completed            completed            aligned   
SPEC-V3R6-STATUSLINE-PRESET-RETIRE-001 completed            completed            aligned   
SPEC-V3R6-TEMPLATE-INTERNAL-ISOLATION-001 completed            era-exempt           aligned   
SPEC-V3R6-TEMPLATE-MIRROR-CASCADE-001 completed            era-exempt           aligned   
SPEC-V3R6-TEMPLATE-MIRROR-DRIFT-001 completed            in-progress          DRIFT     
SPEC-V3R6-TEMPLATE-NEUTRALITY-AUDIT-001 implemented          era-exempt           aligned   
SPEC-V3R6-TEST-REFACTOR-001    completed            completed            aligned   
SPEC-V3R6-TOOL-POLICY-SSOT-001 completed            in-progress          DRIFT     
SPEC-V3R6-UPDATE-ARCHIVE-CONTRACT-001 implemented          era-exempt           aligned   
SPEC-V3R6-UPDATE-NAMESPACE-PROTECT-001 implemented          era-exempt           aligned   
SPEC-V3R6-UPDATE-NOISE-001     implemented          era-exempt           aligned   
SPEC-V3R6-UPDATE-PROGRESS-001  implemented          era-exempt           aligned   
SPEC-V3R6-V2-V3-CLEAN-REINSTALL-001 completed            era-exempt           aligned   
SPEC-V3R6-V2-V3-CLEAN-REINSTALL-002 completed            in-progress          DRIFT     
SPEC-V3R6-WORKFLOW-AGENT-DOC-ALIGN-001 completed            implemented          DRIFT     
SPEC-V3R6-WORKFLOW-EFFORT-MAP-001 completed            completed            aligned   
SPEC-V3R6-WORKFLOW-ORCHESTRATION-FIX-001 superseded           terminal-exempt      aligned   
SPEC-V3R6-WORKFLOW-PLAN-GEARS-ALIGN-001 completed            completed            aligned   
SPEC-V3R6-WORKTREE-TEAM-LAUNCH-001 implemented          era-exempt           aligned   
SPEC-V3R6-ZONE-REGISTRY-PACKAGING-001 completed            implemented          DRIFT     
SPEC-WEB-CONSOLE-001           completed            completed            aligned   
SPEC-WEB-CONSOLE-002           completed            completed            aligned   
SPEC-WEB-CONSOLE-003           completed            completed            aligned   
SPEC-WEB-CONSOLE-004           completed            completed            aligned   
SPEC-WEB-CONSOLE-005           completed            completed            aligned   
SPEC-WEB-CONSOLE-006           completed            completed            aligned   
SPEC-WEB-CONSOLE-007           completed            completed            aligned   
SPEC-WEB-CONSOLE-008           completed            completed            aligned   
SPEC-WEB-CONSOLE-009           completed            completed            aligned   
SPEC-WEB-CONSOLE-010           completed            completed            aligned   
SPEC-WEB-CONSOLE-011           completed            completed            aligned   
SPEC-WEB-CONSOLE-012           completed            in-progress          DRIFT     
SPEC-WEB-CONSOLE-013           completed            in-progress          DRIFT     
SPEC-WEB-CONSOLE-014           completed            in-progress          DRIFT     
SPEC-WEB-CONSOLE-CONFIG-DIET-001 rejected             terminal-exempt      aligned   
SPEC-WEB-CONSOLE-REDESIGN-001  completed            implemented          DRIFT     
SPEC-WEBCONF-SIMPLIFY-001      completed            implemented          DRIFT     
SPEC-WF-AUDIT-GATE-001         implemented          era-exempt           aligned   
SPEC-WORKFLOW-CACHE-OPT-001    completed            implemented          DRIFT     
SPEC-WORKFLOW-LIFECYCLE-001    completed            completed            aligned   
SPEC-WORKTREE-001              completed            era-exempt           aligned   
SPEC-WORKTREE-002              completed            era-exempt           aligned   
SPEC-WORKTREE-BRANCH-GUARD-001 completed            implemented          DRIFT     
SPEC-WORKTREE-BRANCH-GUARD-DISCRIM-001 completed            completed            aligned   
SPEC-WORKTREE-BRANCH-GUARD-OPTIN-001 completed            in-progress          DRIFT     
SPEC-WORKTREE-DOCS-001         completed            era-exempt           aligned   
SPEC-WORKTREE-ENTRY-STRATEGY-001 completed            implemented          DRIFT     
SPEC-WORKTREE-SQUASH-MERGE-001 completed            implemented          DRIFT     
SPEC-WT-DOC-001                archived             terminal-exempt      aligned   
-------------------------------------------------------------------------------------
Summary: 192/647 SPECs have status drift
